"word1","word2","n"
"headline","sponsor",1
"headlines","focusing",1
"headquarters","cafeteria",1
"heal","idaaftermath",1
"heal","invest",1
"heal","replenish",1
"healing","amp",1
"healing","fast",1
"healing","narrative",1
"healing","power",1
"healrworld","musicconcerts",1
"heals","wounds",1
"health","1",1
"health","3",1
"health","access",1
"health","active",1
"health","ahead",1
"health","aids",1
"health","air",1
"health","alliance",1
"health","amazonrainforest",1
"health","anantbhan",1
"health","animalwelfare",1
"health","auspol",1
"health","benefits",1
"health","boosting",1
"health","calamities",1
"health","caused",1
"health","centres",1
"health","challenge",1
"health","climate",1
"health","concern",1
"health","concerns",1
"health","countries",1
"health","crises",1
"health","developing",1
"health","disorders",1
"health","disparities",1
"health","economic",1
"health","emergencies",1
"health","emissions",1
"health","energy",1
"health","equality",1
"health","extreme",1
"health","extremetemperature",1
"health","food",1
"health","harms",1
"health","hazards",1
"health","healing",1
"health","health",1
"health","healthyairhealthyplanet",1
"health","healthyclimate",1
"health","heatwave",1
"health","hurricanes",1
"health","including",1
"health","inequalities",1
"health","join",1
"health","justice",1
"health","learn",1
"health","medical",1
"health","palliativecare",1
"health","policy",1
"health","professional",1
"health","propertydamage",1
"health","ramifications",1
"health","reduces",1
"health","renewnv",1
"health","road",1
"health","role",1
"health","scienceandenvironment",1
"health","significant",1
"health","sustainability",1
"health","sustaintrends",1
"health","systems",1
"health","thelancet⁩",1
"health","threats",1
"health","time",1
"health","vegan",1
"health","vote",1
"health","welfare",1
"healthcare","amp",1
"healthcare","childcare",1
"healthcare","climateactionnow",1
"healthcare","climatechange",1
"healthcare","homeless",1
"healthcare","news",1
"healthcare","potential",1
"healthcare","transportation",1
"healthcare's","contribution",1
"healthcareforeveryone","medicalsupplies",1
"healthequity","aims",1
"healthequity","climatechange",1
"healthequity","sustainabledevelopment",1
"healthier","city",1
"healthier","environment",1
"healthier","lifestyle",1
"healthier","rivers",1
"healthsecurity","globalhealthsecurityagenda",1
"healthsystems","nurses",1
"healthtips","tipofthemonth",1
"healthy","business",1
"healthy","diets",1
"healthy","earth",1
"healthy","environment",1
"healthy","jetstreams",1
"healthy","nutrition",1
"healthy","soil",1
"healthy_climate","report",1
"healthyair","means",1
"healthyair4southasia","worldcleanairday",1
"healthyairhealthyplanet","airpollution",1
"healthyairhealthyplanet","beograd",1
"healthyairhealthyplanet","iraq",1
"healthyclimate","care",1
"healthyclimate","climatechange",1
"healthyclimate","editorial",1
"healthyclimate","geronurses",1
"healthyclimate","hpm",1
"healthyforests","stop",1
"healthylifestyle","environnement",1
"healthyplanet","cafires",1
"healthywater","greenindustry",1
"hear","aimeerf",1
"hear","candidates",1
"hear","econometrician",1
"hear","evanhd",1
"hear","hear",1
"hear","international",1
"hear","julian",1
"hear","pauline",1
"heard","blue",1
"heard","qued",1
"hearing","anikamolesworth",1
"hearing","claims",1
"hearing","murdoch’s",1
"hearing","rumblings",1
"hears","arguments",1
"hears","farmers",1
"heart","aches",1
"heart","amp",1
"heart","attack",1
"heart","nyc",1
"heart","rate",1
"heartbreak","horror",1
"heartbreaking","true",1
"hearts","riverasunauthor",1
"heat","5",1
"heat","caused",1
"heat","consumption",1
"heat","disaster",1
"heat","dome",1
"heat","domes",1
"heat","dryness",1
"heat","exchange",1
"heat","extremes",1
"heat","farmers",1
"heat","fueled",1
"heat","generated",1
"heat","humid",1
"heat","intensity",1
"heat","island",1
"heat","islands",1
"heat","mosquitos",1
"heat","network",1
"heat","officer",1
"heat","pump",1
"heat","related",1
"heat","resistance",1
"heat","season",1
"heat","trapping",1
"heat","water",1
"heat","wind",1
"heatdome","climatechange",1
"heated","climatechange",1
"heater","furnace",1
"heathersweetab","albertaag",1
"heating","cities",1
"heating","curbing",1
"heating","government",1
"heating","volcanic",1
"heatnetwork","netzero",1
"heatseason","resilient305",1
"heatstress","climatechange",1
"heatwave","europe",1
"heatwave","floods",1
"heatwave","health",1
"heatwave","hits",1
"heatwave","illness",1
"heatwave","impacts",1
"heatwave","indian",1
"heatwave","read",1
"heatwave","stopdeforestation",1
"heatwave","wtf",1
"heatwaves","amp",1
"heatwaves","broke",1
"heatwaves","crops",1
"heatwaves","droughts",1
"heatwaves","famine",1
"heatwaves","heavier",1
"heatwaves","hurricanes",1
"heatwaves","test",1
"heavily","indebted",1
"heavy","concrete",1
"heavy","difficult",1
"heavy","financial",1
"heavy","lifting",1
"heavy","rainstorms",1
"heavyrain","precipitated",1
"heavyrains","flashfloods",1
"heavyweights","saudi",1
"hebrew","10",1
"hectares","deforested",1
"hectares","reclaimed",1
"hedgefunds","greatgame",1
"hedgerows","40by50",1
"heftler","coincidence",1
"hefty","impact",1
"heifer","tanzania",1
"heightened","risk",1
"heinz","wanner",1
"heinzvhoenen","arikring",1
"heir","jo",1
"held","september",1
"helene","afllionsdogs",1
"helentugendhat","discussing",1
"helixfalkirk","scottishcanals",1
"hell","climatechange",1
"hell","read",1
"helpafrica","humanrights",1
"helped","intensify",1
"helped","raise",1
"helped","reduce",1
"helped","scientists",1
"helped","shape",1
"helped","taliban",1
"helped","tear",1
"helping","address",1
"helping","crops",1
"helping","curb",1
"helping","destroy",1
"helping","educators",1
"helping","local",1
"helping","people",1
"helping","rafodemfi",1
"helping","researchers",1
"helping","retailers",1
"helping","society",1
"helping","women",1
"helpless","people",1
"helps","climateemergency",1
"helps","corporatedirectors",1
"helps","evidence",1
"helps","fund",1
"helps","globalwarming",1
"helps","people",1
"helps","renters",1
"helps","sustain",1
"helps","uncover",1
"hemisphere","vaccination",1
"hemp","amp",1
"henderson","ducie",1
"henein","thorn",1
"heneinthorn","climatevoteclimat2021",1
"henning","ohlsson",1
"henri","brocklebank",1
"henrique","faria",1
"henry","martin",1
"henryford","sustainability",1
"herbst","highlights",1
"herdingpositivechange","ourplanet",1
"heritage","estate",1
"hernandez","salgar",1
"hero","gt",1
"heroes","brilliant",1
"heroes","irena's",1
"herring","population",1
"herrings","washed",1
"herzegovina","suffers",1
"hess","director",1
"heterogeneous","impacts",1
"hey","abbotsford",1
"hey","abbotsfordsd",1
"hey","canadian",1
"hey","cityoflangley",1
"hey","erinotoole",1
"hey","gregabbott_tx",1
"hey","greta",1
"hey","guys",1
"hey","nylcv",1
"hey","thehill",1
"hey","unilever",1
"hfg.de","1",1
"hgvdrivers","northernireland",1
"hhs","office",1
"hhsgov","announced",1
"hhsgov","publichealth",1
"hhsgov","sets",1
"hidden","dangers",1
"hidden","gem",1
"𝐡𝐢𝐠𝐡","𝐬𝐜𝐡𝐨𝐨𝐥",1
"highfarndale","chuffnicholas69",1
"highfarndale","drrusstucker",1
"highhouse","_swiftpress",1
"highlight","projects",1
"highlight","texas",1
"highlight","toxic",1
"highlighted","knowledge",1
"highlights","4",1
"highly","appreciative",1
"highly","contaminated",1
"highly","dependent",1
"highly","dubious",1
"highly","effective",1
"highly","electricity",1
"highly","experienced",1
"highly","exposed",1
"highly","intelligent",1
"highly","motivated",1
"highly","positive",1
"highly","susceptible",1
"highly","sustainable",1
"highlyrecommended","lovely",1
"highplainsgrifters","climatechange",1
"highseas","treaty",1
"highseastreaty","iuufishing",1
"highvalue","added",1
"highway","5",1
"highway","patrol",1
"highways","flooding",1
"hike","machu",1
"hikers","greatoutdoors",1
"hiking","hikingadventures",1
"hikingadventures","hikers",1
"hilft","ehrlich",1
"hill","climate",1
"hill","fridaysforfuture",1
"hill’s","timesunion",1
"hills","amp",1
"hiltonhotels","hyatt",1
"hiltonnewsroom","climatechange",1
"himachal","pradesh's",1
"himachallandslide","climatechange",1
"himachalpradesh","amp",1
"himachalpradesh","climateemergency",1
"himachalpradesh","himachallandslide",1
"himachalpradesh","landslide",1
"himalayacoll8ve","climatecrisis",1
"himalayan","glacier",1
"himalayan","glaciers",1
"himalayan","region",1
"himalayan","snows",1
"himalayas","climate",1
"himalayas","noplastic",1
"himalayas","protecting",1
"hindououmar","ipacc_africa",1
"hindu","climatechange",1
"hinges","climatechange",1
"hint","hint",1
"hint","karagoldin",1
"hippydippy","recruitment",1
"hired","1st",1
"hiring","copywriting",1
"hiring","join",1
"hirokotabuchi","blackili",1
"historian_matt","queerthoughts",1
"historic","green",1
"historic","spots",1
"historic","weather",1
"historical","responsibility",1
"historical","temperature",1
"historical","weather",1
"historicalclimatology","christian",1
"historically","flood",1
"historically","underserved",1
"history","animal",1
"history","auspol",1
"history","covid19",1
"history","greenland",1
"history","including",1
"history","life",1
"history","source",1
"history","trampling",1
"history","water",1
"hit","1.5c",1
"hit","7.1tr",1
"hit","countries",1
"hit","cuba",1
"hit","hard",1
"hit","hardest",1
"hit","mute",1
"hit","newyorkcity",1
"hit","ny",1
"hit","potato",1
"hit","record",1
"hit","repeatedly",1
"hit","snooze",1
"hitler","ii",1
"hits","18.3",1
"hits","england",1
"hits","home",1
"hits","northeast",1
"hits","record",1
"hitting","food",1
"hl_lhc_quaco","innovative",1
"hls","blueorigin",1
"hmm","front",1
"hmmmm","late",1
"hoax","3",1
"hoax","gop",1
"hoax","nderi_j",1
"hoax","solution",1
"hochul","discover",1
"hockey","schtick",1
"hockey","stick",1
"holcim","iucncongress",1
"hold","7",1
"hold","business",1
"hold","capitalism",1
"hold","climatechange",1
"hold","dear",1
"hold","indivisible",1
"hold","industries",1
"holddomesticterroristsaccountable","equalityunderthelaw",1
"holder","incentives",1
"holding","daily",1
"holding","lotsa",1
"holding","talks",1
"holdingredlich","ipcc",1
"holdnothingback","earth",1
"holds","balance",1
"holds","carbon",1
"holds","endless",1
"holds","huawei's",1
"holds","viruses",1
"hole","louisiana",1
"holidays","sisfi",1
"holistic","animal",1
"holland","china",1
"hollystearnes","amp",1
"hollystearnes","sdhamiltonvic",1
"hollywood","democrats",1
"hollywood","sustainablestorytelling",1
"hollywoodclimatesummit","climatechange",1
"holocene","hypsithermal",1
"holy","shit",1
"home","9",1
"home","barilla",1
"home","based",1
"home","black",1
"home","care",1
"home","charging",1
"home","combats",1
"home","depend",1
"home","gardens",1
"home","grown",1
"home","healthcare",1
"home","healthyclimate",1
"home","heating",1
"home","stories",1
"home","tons",1
"home","watch",1
"home","wildfires",1
"home's","contribution",1
"homebased","business",1
"homebuyers","fires",1
"homeland","exoplanets",1
"homeland","security",1
"homeless","climatechange",1
"homeless","list",1
"homeless","loveoneanother",1
"homeless","refugees",1
"homeless","reinstate",1
"homelessness","covid19pandemic",1
"homelessness","starvation",1
"homeostasis","sooner",1
"homes","accounts",1
"homes","cal_fire",1
"homes","cars",1
"homes","improved",1
"homes","including",1
"homes","infrastructure",1
"homes","loss",1
"homes","remember",1
"homes","spain’s",1
"hometown","cleaner",1
"hometown","devotion",1
"hometown","kathmandu",1
"homophobes","climate",1
"honduras","charge",1
"honest","government",1
"honest","leader",1
"honestly","rest",1
"honestly","stupid",1
"honeydecay","tropicalapriculture",1
"hong","phong",1
"hongkong","asia",1
"hongkong","climatechange",1
"hongkong","xinjiang",1
"honolulu","star",1
"honor","awarded",1
"honorthetreaties","waterislife",1
"honour","life",1
"hope","amp",1
"hope","aoc",1
"hope","caring",1
"hope","climatecrisis",1
"hope","climatewakey",1
"hope","dire",1
"hope","ecocatastrophe",1
"hope","filled",1
"hope","floods",1
"hope","fridaysforfuture",1
"hope","friendship",1
"hope","healing",1
"hope","humanity",1
"hope","left",1
"hope","natasha",1
"hope","onthebrinkofextinction",1
"hope","penguinukbooks",1
"hope","potus",1
"hope","you’re",1
"hopeful","read",1
"hopeless","government",1
"horizon","cl6",1
"horizon","isthe",1
"hornbill","awards",1
"horrendous","abortion",1
"horrible","claims",1
"horrible","time",1
"horse","climatechange",1
"horse","gilded",1
"horse","labor",1
"horses","stoptheroundups",1
"horses30","50",1
"hoses","helping",1
"hospice","brent",1
"hospitality","foodservice",1
"hospitalized","children",1
"hospitals","28daysforclimate",1
"hospitals","icus",1
"hossain","explains",1
"host","40",1
"host","book",1
"host","city",1
"host","global",1
"host","mariafranzoni",1
"host","world’s",1
"hostile","e.g",1
"hosting","outstanding",1
"hot","air",1
"hot","drink",1
"hot","march",1
"hot","money",1
"hot","september",1
"hot","summer",1
"hot","sunny",1
"hot","water",1
"hot","wet",1
"hotel","nitesave",1
"hotel","stays",1
"hotel","travel",1
"hotel","wastemanagement",1
"hotels","drivers",1
"hotels","quarantine",1
"hotels","restaurants",1
"hotfuture","climatecrisis",1
"hotmesspbs","respecting",1
"hotter","air",1
"hotter","climatechange",1
"hotter","streams",1
"hotter","wildfires",1
"hottest","july",1
"hottest","month",1
"hotzin","bird",1
"hour","home",1
"hour","news",1
"hour","remains",1
"house","gases",1
"house","image",1
"housebuilder","newlandhomes",1
"housedemocrats","msnbc",1
"housedemocrats","potus",1
"household","airpollution",1
"household","barriecassidy",1
"household","consumption",1
"household","energy",1
"household","experiences",1
"household","foodwaste",1
"households","climatechange",1
"houseplant","live",1
"houses","roads",1
"housing","china",1
"housing","climatechange",1
"housing","daycare",1
"housing","development",1
"housing","environment",1
"housing","forest",1
"housing","freedom",1
"housing","market",1
"housing","markets",1
"housing","urbanrenwal",1
"housingcrisis","carfree",1
"houston","newjersey",1
"houston","texas",1
"howard","burton",1
"howard","frumkin",1
"howardfrumkin","medpagetoday",1
"howdareyou","cdnpoli",1
"howey_ou","kaohua3",1
"howler","monkeys",1
"howtosaveourplanet","climatechange",1
"howtosaveourplanet","pages",1
"hpa","03.09.2021",1
"hpa","05.09.2021",1
"hpa","06.09.2021",1
"hpc","explained",1
"hpja","editorial",1
"hpm","health",1
"hr","staff",1
"hrdc","9",1
"hrishikesh_1409","taposkumarbasu",1
"hs","endofanera",1
"hs2","hs2whiteelephant",1
"hs2","stophs2isdead",1
"hs2","white",1
"hs2whiteelephant","whiteelephant",1
"hsbc","blackrock⁩",1
"hse","riddor",1
"hsphniehsctr","ejharvard",1
"hst","climatereadyhi",1
"ht","ekantipur_com",1
"ht","missjhadley",1
"ht","tech",1
"huang","yongfu",1
"huawei's","daughter",1
"hub","environment",1
"hub","jitendra",1
"hub4climate","palmoildetect",1
"huffpost","writers",1
"huge","amount",1
"huge","caldor",1
"huge","carbon",1
"huge","challenges",1
"huge","congratulations",1
"huge","connections",1
"huge","difference",1
"huge","drought",1
"huge","emitter",1
"huge","failure",1
"huge","floating",1
"huge","ghg",1
"huge","global",1
"huge","hole",1
"huge","impact",1
"huge","losses",1
"huge","mpa",1
"huge","opportunity",1
"huge","palestine",1
"huge","pipes",1
"huge","police",1
"huge","population",1
"huge","quantities",1
"huge","shift",1
"huge","storms",1
"huge","tracts",1
"huge","waste",1
"huge","wildfires",1
"hugely","affected",1
"huggers","stop",1
"human","actions",1
